idFrame,Frame,Frame Description,Rank,Cenário Sugerido,Cenário Descrição,Score de Similaridade,Justificativa
810,Coincidência,"Um #Estado_de_coisas (um estado ou evento) se mantem ou ocorre, e é apresentado como sendo causalmente independente de outros estados (implícitos) ou eventos que poderiam ter sido causalmente relacionados ao #Estado_de_coisas. O #Tempo ou o #Lugar também podem ser mencionados.",2,Cenário_de_requerimento,"Um estado de coisas, o #Dependente, não pode ocorrer sem que outro estado de coisas, o #Requerimento, também se realize. Esse #Requerimento é interpretado como estando sob o controle de alguma força ou ator implícito.  Em uma interpretação alternativa, o estado #Dependente de coisas pode ser apresentado como dependendo da presença de uma #Entidade_requerida. Indivíduos que lucram com a ocorrência do estado #Dependente, #Indivíduos_dependentes, estão em segundo plano. O mesmo vale para indivíduos (#Indivíduo_requerido) que são obrigados a fornecer qualquer #Entidade_requerida ou a cuidar da ocorrência do estado de coisas #Dependente. O nexo entre #Requiremento e #Dependente pode ser qualificado mais além em termos do #Grau de força do vínculo entre as duas eventualidades, o #Lugar e #Tempo onde esse nexo se realiza, a #Razão de sua existência ou uma especificação de #Condição quando isso se aplica.",0.6206,"Frame 'Coincidência' apresenta maior similaridade semântica com o cenário 'Cenário_de_requerimento', cuja descrição é: Um estado de coisas, o #Dependente, não pode ocorrer sem que outro estado de coisas, o #Requerimento, também se realize. Esse #Requerimento é interpretado como estando sob o controle de alguma força ou ator implícito.  Em uma interpretação alternativa, o estado #Dependente de coisas pode ser apresentado como dependendo da presença de uma #Entidade_requerida. Indivíduos que lucram com a ocorrência do estado #Dependente, #Indivíduos_dependentes, estão em segundo plano. O mesmo vale para indivíduos (#Indivíduo_requerido) que são obrigados a fornecer qualquer #Entidade_requerida ou a cuidar da ocorrência do estado de coisas #Dependente. O nexo entre #Requiremento e #Dependente pode ser qualificado mais além em termos do #Grau de força do vínculo entre as duas eventualidades, o #Lugar e #Tempo onde esse nexo se realiza, a #Razão de sua existência ou uma especificação de #Condição quando isso se aplica."
810,Coincidência,"Um #Estado_de_coisas (um estado ou evento) se mantem ou ocorre, e é apresentado como sendo causalmente independente de outros estados (implícitos) ou eventos que poderiam ter sido causalmente relacionados ao #Estado_de_coisas. O #Tempo ou o #Lugar também podem ser mencionados.",3,Cenário_de_sujeição,"Nesse frame, ocorre um #Evento e uma #Entidade é afetada por ele.",0.6195,"Frame 'Coincidência' apresenta maior similaridade semântica com o cenário 'Cenário_de_sujeição', cuja descrição é: Nesse frame, ocorre um #Evento e uma #Entidade é afetada por ele."
811,Fazer_cumprir,Um #Agente age para garantir que uma #Regra (geralmente uma restrição de comportamento) esteja sendo seguida. A ação do #Agente está de acordo com um plano geral para #Regras (de tal forma que implícito na #Regra está a possibilidade de certas entidades garantirem que a #Regra seja seguida). A #Regra pode ser especificada para a #Duração na qual ela está em vigor.,1,Cenário_de_resposta,Um #Gatilho provoca uma #Resposta de alguma #Entidade_responsiva ou um #Agente.,0.6128,"Frame 'Fazer_cumprir' apresenta maior similaridade semântica com o cenário 'Cenário_de_resposta', cuja descrição é: Um #Gatilho provoca uma #Resposta de alguma #Entidade_responsiva ou um #Agente."
811,Fazer_cumprir,Um #Agente age para garantir que uma #Regra (geralmente uma restrição de comportamento) esteja sendo seguida. A ação do #Agente está de acordo com um plano geral para #Regras (de tal forma que implícito na #Regra está a possibilidade de certas entidades garantirem que a #Regra seja seguida). A #Regra pode ser especificada para a #Duração na qual ela está em vigor.,2,Cenário_tentar_e_resolver,Um #Agente tem uma #Meta em mente e usa algum #Meio que ele acreditam que trará a #Meta. O #Agente é bem-sucedido ou falha na medida em que o resultado da ação do #Meio corresponde à #Meta.,0.5842,"Frame 'Fazer_cumprir' apresenta maior similaridade semântica com o cenário 'Cenário_tentar_e_resolver', cuja descrição é: Um #Agente tem uma #Meta em mente e usa algum #Meio que ele acreditam que trará a #Meta. O #Agente é bem-sucedido ou falha na medida em que o resultado da ação do #Meio corresponde à #Meta."
811,Fazer_cumprir,Um #Agente age para garantir que uma #Regra (geralmente uma restrição de comportamento) esteja sendo seguida. A ação do #Agente está de acordo com um plano geral para #Regras (de tal forma que implícito na #Regra está a possibilidade de certas entidades garantirem que a #Regra seja seguida). A #Regra pode ser especificada para a #Duração na qual ela está em vigor.,3,Cenário_de_risco,"Um #Ativo está em uma #Situação específica, que tem a probabilidade de levar ou convidar a um #Evento_nocivo que afetará negativamente o #Ativo.",0.5668,"Frame 'Fazer_cumprir' apresenta maior similaridade semântica com o cenário 'Cenário_de_risco', cuja descrição é: Um #Ativo está em uma #Situação específica, que tem a probabilidade de levar ou convidar a um #Evento_nocivo que afetará negativamente o #Ativo."
812,Cenário_de_remoção,A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte.,1,Cenário_de_remoção,A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte.,1.0,"Frame 'Cenário_de_remoção' apresenta maior similaridade semântica com o cenário 'Cenário_de_remoção', cuja descrição é: A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte."
812,Cenário_de_remoção,A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte.,2,Cenário_de_colocação,"Este frame representa a cena abstrata em que um #Agente manipula a localização de um #Tema, afetando assim um #Objetivo, que acaba co-localizado com o #Tema. Este frame é primariamente para Herança.",0.831,"Frame 'Cenário_de_remoção' apresenta maior similaridade semântica com o cenário 'Cenário_de_colocação', cuja descrição é: Este frame representa a cena abstrata em que um #Agente manipula a localização de um #Tema, afetando assim um #Objetivo, que acaba co-localizado com o #Tema. Este frame é primariamente para Herança."
812,Cenário_de_remoção,A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte.,3,Cenário_de_restrição_de_movimento,"Esse cenário refere-se a um #Agente que restringe o movimento de um #Tema contra o desejo, o plano ou a tendência de ser livre. Após um período de tempo, o #Agente pode optar por liberar o #Tema, ou o #Tema pode escapar ou ser libertado por uma causa interveniente.",0.7845,"Frame 'Cenário_de_remoção' apresenta maior similaridade semântica com o cenário 'Cenário_de_restrição_de_movimento', cuja descrição é: Esse cenário refere-se a um #Agente que restringe o movimento de um #Tema contra o desejo, o plano ou a tendência de ser livre. Após um período de tempo, o #Agente pode optar por liberar o #Tema, ou o #Tema pode escapar ou ser libertado por uma causa interveniente."
813,Sitiar,"Um #Agressor, um grupo de forças armadas, cerca a #Vítima, um local militar e as pessoas dentro dele, em uma tentativa de coloca a #Vítima do lado de fora, com o objetivo de forçar a sua rendição ou enfraquecê-los para que uma invasão seria bem sucedida. Um cerco bem-sucedido é freqüentemente seguido pelo #Agressor tomando o controle da (terra detida) pela #Vítima.",1,Cenário_de_invasão,"Um #Invasor entra em uma terra em uma tentativa de dominar o #Atacado, e ele ou falha ou é bem sucedido. ",0.8,"Frame 'Sitiar' apresenta maior similaridade semântica com o cenário 'Cenário_de_invasão', cuja descrição é: Um #Invasor entra em uma terra em uma tentativa de dominar o #Atacado, e ele ou falha ou é bem sucedido. "
813,Sitiar,"Um #Agressor, um grupo de forças armadas, cerca a #Vítima, um local militar e as pessoas dentro dele, em uma tentativa de coloca a #Vítima do lado de fora, com o objetivo de forçar a sua rendição ou enfraquecê-los para que uma invasão seria bem sucedida. Um cerco bem-sucedido é freqüentemente seguido pelo #Agressor tomando o controle da (terra detida) pela #Vítima.",2,Cenário_de_tentativa_de_interação_distante,"Um #Agente tenta interagir com um #Alvo, relativamente distante ou indiretamente acessível, usando algum #Instrumento (que pode ser parte do corpo). A capacidade do #Agente para manipular o #Instrumento e colocá-lo no lugar do #Alvo está em questão. Os tipos mais comuns de interação distante envolvem um #Agente tentando mover balisticamente o #Instrumento, de modo que acerte o #Alvo (por exemplo, Cenário_de_atirar), ou um #Agente, tentando dirigir um #Instrumento que permita a percepção da #Localização_do_alvo a ser examinada.",0.6256,"Frame 'Sitiar' apresenta maior similaridade semântica com o cenário 'Cenário_de_tentativa_de_interação_distante', cuja descrição é: Um #Agente tenta interagir com um #Alvo, relativamente distante ou indiretamente acessível, usando algum #Instrumento (que pode ser parte do corpo). A capacidade do #Agente para manipular o #Instrumento e colocá-lo no lugar do #Alvo está em questão. Os tipos mais comuns de interação distante envolvem um #Agente tentando mover balisticamente o #Instrumento, de modo que acerte o #Alvo (por exemplo, Cenário_de_atirar), ou um #Agente, tentando dirigir um #Instrumento que permita a percepção da #Localização_do_alvo a ser examinada."
813,Sitiar,"Um #Agressor, um grupo de forças armadas, cerca a #Vítima, um local militar e as pessoas dentro dele, em uma tentativa de coloca a #Vítima do lado de fora, com o objetivo de forçar a sua rendição ou enfraquecê-los para que uma invasão seria bem sucedida. Um cerco bem-sucedido é freqüentemente seguido pelo #Agressor tomando o controle da (terra detida) pela #Vítima.",3,Cenário_de_tiro,"Uma #Arma_de_fogo é disparada, causando o movimento de um #Projétil. Esse frame existe primariamente para relacionar frames. ",0.5952,"Frame 'Sitiar' apresenta maior similaridade semântica com o cenário 'Cenário_de_tiro', cuja descrição é: Uma #Arma_de_fogo é disparada, causando o movimento de um #Projétil. Esse frame existe primariamente para relacionar frames. "
814,Ser_subconjunto_de,Uma #Parte é considerada um membro do conjunto descrito pelo #Total. A relação entre #Parte e #Total é subconjunto-superconjunto em vez de parte-todo (como é nos frames Parte_todo e Inclusão).,1,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,0.7611,"Frame 'Ser_subconjunto_de' apresenta maior similaridade semântica com o cenário 'Cenário_de_inclusão', cuja descrição é: Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo."
814,Ser_subconjunto_de,Uma #Parte é considerada um membro do conjunto descrito pelo #Total. A relação entre #Parte e #Total é subconjunto-superconjunto em vez de parte-todo (como é nos frames Parte_todo e Inclusão).,2,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",0.6338,"Frame 'Ser_subconjunto_de' apresenta maior similaridade semântica com o cenário 'Cenário_de_fragmentação', cuja descrição é: Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
814,Ser_subconjunto_de,Uma #Parte é considerada um membro do conjunto descrito pelo #Total. A relação entre #Parte e #Total é subconjunto-superconjunto em vez de parte-todo (como é nos frames Parte_todo e Inclusão).,3,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.5355,"Frame 'Ser_subconjunto_de' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
815,Estar_em_uma_categoria,"Um #Item pertence a uma #Categoria, como (muitas vezes implicitamente) é concebida por um #Pensador.",1,Cenário_de_identidade,Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância.,0.6468,"Frame 'Estar_em_uma_categoria' apresenta maior similaridade semântica com o cenário 'Cenário_de_identidade', cuja descrição é: Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância."
815,Estar_em_uma_categoria,"Um #Item pertence a uma #Categoria, como (muitas vezes implicitamente) é concebida por um #Pensador.",2,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.6177,"Frame 'Estar_em_uma_categoria' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
815,Estar_em_uma_categoria,"Um #Item pertence a uma #Categoria, como (muitas vezes implicitamente) é concebida por um #Pensador.",3,Cenário_de_criação_de_nó,Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó.,0.6145,"Frame 'Estar_em_uma_categoria' apresenta maior similaridade semântica com o cenário 'Cenário_de_criação_de_nó', cuja descrição é: Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó."
816,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,1,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,1.0,"Frame 'Cenário_de_inclusão' apresenta maior similaridade semântica com o cenário 'Cenário_de_inclusão', cuja descrição é: Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo."
816,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,2,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",0.7607,"Frame 'Cenário_de_inclusão' apresenta maior similaridade semântica com o cenário 'Cenário_de_fragmentação', cuja descrição é: Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
816,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,3,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.6648,"Frame 'Cenário_de_inclusão' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
817,Ser_incluso,"Uma #Parte é descrita como sendo um subconjunto ou uma sub-parte constituinte de um #Todo. Isto em contraste com o frame de Inclusão, no qual a mesma relação é observada do ponto de vista do #Inteiro. ",1,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,0.8093,"Frame 'Ser_incluso' apresenta maior similaridade semântica com o cenário 'Cenário_de_inclusão', cuja descrição é: Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo."
817,Ser_incluso,"Uma #Parte é descrita como sendo um subconjunto ou uma sub-parte constituinte de um #Todo. Isto em contraste com o frame de Inclusão, no qual a mesma relação é observada do ponto de vista do #Inteiro. ",2,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",0.6519,"Frame 'Ser_incluso' apresenta maior similaridade semântica com o cenário 'Cenário_de_fragmentação', cuja descrição é: Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
817,Ser_incluso,"Uma #Parte é descrita como sendo um subconjunto ou uma sub-parte constituinte de um #Todo. Isto em contraste com o frame de Inclusão, no qual a mesma relação é observada do ponto de vista do #Inteiro. ",3,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.6016,"Frame 'Ser_incluso' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
820,Vocalizações,"Este frame está interessado nos sons produzidos por entidades animadas, por meio de seu trato vocal. As descrições dos sons dos artefatos, destinados a imitar tais sons ou a atuar como animais ou pessoas vocalizadas, são tratadas aqui como linguagem figurada.",1,Cenário_de_criação_artística,"Neste cenário, eventos, processos ou atividades no domínio de Cognição e Comunicação são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação.",0.448,"Frame 'Vocalizações' apresenta maior similaridade semântica com o cenário 'Cenário_de_criação_artística', cuja descrição é: Neste cenário, eventos, processos ou atividades no domínio de Cognição e Comunicação são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação."
820,Vocalizações,"Este frame está interessado nos sons produzidos por entidades animadas, por meio de seu trato vocal. As descrições dos sons dos artefatos, destinados a imitar tais sons ou a atuar como animais ou pessoas vocalizadas, são tratadas aqui como linguagem figurada.",2,Cenário_de_processo_cognitivo,"Neste cenário, eventos, processos ou atividades no domínio de Cognição e Comunicação são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação.",0.3908,"Frame 'Vocalizações' apresenta maior similaridade semântica com o cenário 'Cenário_de_processo_cognitivo', cuja descrição é: Neste cenário, eventos, processos ou atividades no domínio de Cognição e Comunicação são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação."
820,Vocalizações,"Este frame está interessado nos sons produzidos por entidades animadas, por meio de seu trato vocal. As descrições dos sons dos artefatos, destinados a imitar tais sons ou a atuar como animais ou pessoas vocalizadas, são tratadas aqui como linguagem figurada.",3,Cenário_de_memória,"Neste cenário, eventos, processos ou atividades no domínio de Cognição e Comunicação são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação.",0.3864,"Frame 'Vocalizações' apresenta maior similaridade semântica com o cenário 'Cenário_de_memória', cuja descrição é: Neste cenário, eventos, processos ou atividades no domínio de Cognição e Comunicação são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação."
821,Transportar_bens,"Um #Distribuidor vende, empresta ou distribui uma classe de #Bens. No caso do protótipo, o #Distribuidor é um varejista que geralmente guarda algum tipo de #Bens no local com o objetivo de vendê-lo a um comprador. As extensões incluem emprestar #Bens (por exemplo, bibliotecas, locações de locação de filmes), distribuição interna da organização (como em um hospital) ou outros centros de distribuição não comerciais. Os #Bens são restritos a um tipo de item (por exemplo, produtos enlatados, aparadores antigos) em vez de um item específico ou exclusivo. Observe que um #Distribuidor pode ter alguns #Bens em particular, mas pode não tê-lo em mãos no momento exato.",1,Cenário_de_importação_e_exportação,"Um #Agente move os #Bens (ou outro ítem útil) da #Área_de_exportação, ao longo da fronteira para uma área diferente, a #Área_de_importação. A #Trajetória pela qual os #Bens passam pode também ser indicada. Dependendo da Unidade Lexical, o ponto de vista do #Agente pode ser centralizado na #Área_de_exportação no início do processo. Em algumas sentenças, um constituinte que codifica o #Agente e também codifica informações sobre a #Área_de_exportação, a #Trajetória, ou a #Área_de_importação.",0.5685,"Frame 'Transportar_bens' apresenta maior similaridade semântica com o cenário 'Cenário_de_importação_e_exportação', cuja descrição é: Um #Agente move os #Bens (ou outro ítem útil) da #Área_de_exportação, ao longo da fronteira para uma área diferente, a #Área_de_importação. A #Trajetória pela qual os #Bens passam pode também ser indicada. Dependendo da Unidade Lexical, o ponto de vista do #Agente pode ser centralizado na #Área_de_exportação no início do processo. Em algumas sentenças, um constituinte que codifica o #Agente e também codifica informações sobre a #Área_de_exportação, a #Trajetória, ou a #Área_de_importação."
821,Transportar_bens,"Um #Distribuidor vende, empresta ou distribui uma classe de #Bens. No caso do protótipo, o #Distribuidor é um varejista que geralmente guarda algum tipo de #Bens no local com o objetivo de vendê-lo a um comprador. As extensões incluem emprestar #Bens (por exemplo, bibliotecas, locações de locação de filmes), distribuição interna da organização (como em um hospital) ou outros centros de distribuição não comerciais. Os #Bens são restritos a um tipo de item (por exemplo, produtos enlatados, aparadores antigos) em vez de um item específico ou exclusivo. Observe que um #Distribuidor pode ter alguns #Bens em particular, mas pode não tê-lo em mãos no momento exato.",2,Cenário_de_receber_visitante,"Um (potencial) #Visitante chega a um local associado a um (potencial) #Anfitrião. O #Anfitrião permite que o #Visitante entre no local, e permite que o #Visitante se beneficie dos recursos disponíveis, a fim de alcançar algum objetivo. A visita é muitas vezes por motivos sociais ou de entretenimento. Após uma estadia temporária no local do #Anfitrião, o #Visitante parte.",0.4951,"Frame 'Transportar_bens' apresenta maior similaridade semântica com o cenário 'Cenário_de_receber_visitante', cuja descrição é: Um (potencial) #Visitante chega a um local associado a um (potencial) #Anfitrião. O #Anfitrião permite que o #Visitante entre no local, e permite que o #Visitante se beneficie dos recursos disponíveis, a fim de alcançar algum objetivo. A visita é muitas vezes por motivos sociais ou de entretenimento. Após uma estadia temporária no local do #Anfitrião, o #Visitante parte."
821,Transportar_bens,"Um #Distribuidor vende, empresta ou distribui uma classe de #Bens. No caso do protótipo, o #Distribuidor é um varejista que geralmente guarda algum tipo de #Bens no local com o objetivo de vendê-lo a um comprador. As extensões incluem emprestar #Bens (por exemplo, bibliotecas, locações de locação de filmes), distribuição interna da organização (como em um hospital) ou outros centros de distribuição não comerciais. Os #Bens são restritos a um tipo de item (por exemplo, produtos enlatados, aparadores antigos) em vez de um item específico ou exclusivo. Observe que um #Distribuidor pode ter alguns #Bens em particular, mas pode não tê-lo em mãos no momento exato.",3,Cenário_de_desenvolvimento_de_produto,"Um #Desenvolvedor trabalha para criar progresso em uma entidade. A #Entidade normalmente passa por três estágios de desenvolvimento: o processo conceitual (Inovar); o processo de desenvolvimento (Desenvolvimento_de_produto); e o processo de fabricação (Fabricação). A #Entidade também pode passar por processos adicionais, como projeto, engenharia, prototipagem e testes.",0.4709,"Frame 'Transportar_bens' apresenta maior similaridade semântica com o cenário 'Cenário_de_desenvolvimento_de_produto', cuja descrição é: Um #Desenvolvedor trabalha para criar progresso em uma entidade. A #Entidade normalmente passa por três estágios de desenvolvimento: o processo conceitual (Inovar); o processo de desenvolvimento (Desenvolvimento_de_produto); e o processo de fabricação (Fabricação). A #Entidade também pode passar por processos adicionais, como projeto, engenharia, prototipagem e testes."
822,Quebrar,Uma única #Subparte se quebra do #Todo.,1,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",0.6778,"Frame 'Quebrar' apresenta maior similaridade semântica com o cenário 'Cenário_de_fragmentação', cuja descrição é: Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
822,Quebrar,Uma única #Subparte se quebra do #Todo.,2,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,0.6103,"Frame 'Quebrar' apresenta maior similaridade semântica com o cenário 'Cenário_de_inclusão', cuja descrição é: Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo."
822,Quebrar,Uma única #Subparte se quebra do #Todo.,3,Cenário_de_contenção,"Nessa situação, um #Recipiente contém alguns #Conteúdos. O #Recipiente tem um #Interior, um espaço que é potencialmente vazio, mas está ocupado com os #Conteúdos.",0.5732,"Frame 'Quebrar' apresenta maior similaridade semântica com o cenário 'Cenário_de_contenção', cuja descrição é: Nessa situação, um #Recipiente contém alguns #Conteúdos. O #Recipiente tem um #Interior, um espaço que é potencialmente vazio, mas está ocupado com os #Conteúdos."
823,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",1,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",1.0,"Frame 'Cenário_de_fragmentação' apresenta maior similaridade semântica com o cenário 'Cenário_de_fragmentação', cuja descrição é: Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
