idFrame,name,description
697,Voltar_atrás_em_um_compromisso,"Um #Protagonista se comprometeu em um #Compromisso mas não o honra, prejudicando assim uma #Parte_afetada."
698,Importar,"Um #Importador recebe #Bens de uma #Área_de_exportação, através de uma fronteira ou limite para uma área diferente, a #Área_de_importação. A #Trajetória ao longo da qual os #Bens passam também pode ser indicada. "
699,Exportar,Um #Exportador move #Bens através de uma fronteira de uma #Área_de_exportação para uma #Área_de_importação.
700,Entrega_de_produto,"A fim de facilitar a compra de #Mercadorias que começam em um local distante de um #Comprador, um #Entregador transporta e entrega as #Mercadorias a um #Comprador ou (mais indiretamente) uma localização #Objetivo que é acessível ao #Comprador."
701,Reformar_um_sistema,"Um #Agente (ou #Causa não agentiva) empreende medidas para mudar a composição estrutural de uma #Entidade complexa com partes interdependentes (por exemplo, uma instituição ou um sistema de leis), que não funciona mais adequadamente nas circunstâncias dadas. O #Grau da mudança é tipicamente gradual e parcial, em vez de revolucionário e total. Observe que, com algumas ULs, a #Entidade pode não ser expressa quando é idêntica ao #Agente."
702,Economia,"Uma #Região_política, geralmente uma nação, tem um sistema econômico, a #Economia, definida pelo nível de produção e consumo de bens e serviços. O #Tipo_de_mercado ou o #Domínio pode ser especificado."
703,Ponto_extremo,"Um #Entidade que tem características que mudam com o tempo é em um ponto ou em uma fase de seu desenvolvimento em que, comparado a outros estágios reais ou esperados de desenvolvimento, possui poderes ou intensidade extremamente altos ou baixos. O alto ou baixo nível de desenvolvimento correlaciona-se com a ocorrência de um #Marcador, um produto produzido pela #Entidade ou um evento no qual ela participa, o que é indicativo das habilidades ou intensidade da #Entidade."
704,Aliança,"Depois de ter trabalhado separadamente por algum tempo, dois ou mais indivíduos ou organizações, os #Membros,são agora organizados em uma #Aliança. Desta forma, pode-se propor uma #Finalidade comum. Os #Membros anteriormente separados podem ser apresentados separadamente como #Membro_1 e #Membro_2."
705,Adiar,Um #Agente decide temporariamente não executar um #Ação_desejável ou não interagir com uma #Entidade_saliente.
706,Ter_um_acordo_comercial,"A #Parte_1 e a #Parte_2 (coletivamente chamadas de #Partes) fazem um acordo comercial, uma #Obrigação, que ambas as #Partes devem manter ou cumprir."
707,Oscilar_entre_opções,"Um #Pensador faz uma escolha sobre certo #Assunto. Ele tem muitas #Opções possíveis, mas sempre muda sua posição entre a #Opção_1 e #Opção_2. O #Pensador pode, de fato, atuar em suas escolhas, mas ele não precisa  fazer isso. As #Opções podem simplesmente ser consideradas como favorecendo alguém a princípio e, depois, favorecendo outras pessoas."
708,Entidade_real,"Contra o pano de fundo de um mundo não-real contextualmente saliente, por exemplo, um mundo hipotético, imaginado, simulado, esperado, projetado ou sonho, uma #Instância de um #Tipo encontrada em uma relação ou evento no mundo real é apresentada como sendo diferente de a instância encontrada no mundo não real. É claro que a #Instância do mundo real do #Tipo esperado também pode ser apresentada como não ocorrendo, como no último exemplo abaixo."
709,Temeridade,"Um #Protagonista realiza alguma #Ação sem considerar plenamente as circunstâncias sob as quais ele ou ela atua, ou as possíveis consequências (negativas) da #Ação. Alternativamente, a #Ação em si pode ser retratada como tendo sido realizada sob circunstâncias apressadas."
710,Referência_apropriada,"Um falante marca explicitamente que ele pretende descrever uma #Entidade em um sentido mais restrito do que foi usado no discurso imediatamente anterior e, portanto, seu #Referente_pretendido é diferente daquele que o ouvinte pode ter escolhido com base na maneira como a #Entidade foi usada anteriormente."
711,Adotar_seleção,"Um #Agente seleciona e então começa a usar algum #Valor para um#Atributo. O #Atributo inclui tanto tipos físicos (tamanho, cor) quanto abstratos (crença, práticas).  Para algumas ULs neste frame, é comum apenas o #Valor ser expressado, com o #Atributo implícito. (Muitas vezes, este atributo implícito pode ser dado em expressão de segunda camada no #Valor. Note-se que tal anotação de segunda camada poderia ser assumida nos primeiros dois exemplos abaixo.)"
712,Informação,"Um #Pensador sabe ou saberá sobre informações a respeito de um #Tópico. Neste frame, muitas ULs codificam um específico #Meio_de_coleta e/ou uma #Fonte, mas elas também podem ser expressadas separadamente. "
713,Trajetória_percorrida,"Uma #Trajetória, uma série de locais conectados, é atravessada por um #Tema que se move sob seu próprio poder ou sob a influência de uma força física. A #Trajetória pode ser descrita em vários termos, dependendo se é limitada ou não. Se for limitada, a #Trajetória pode ser identificada pelos seus #Pontos_finais, que podem ser apresentados separadamente como #Fonte e #Objetivo."
714,Estado_de_coisas_continuado,Um #Estado_de_coisas manteve e continua a manter a #Ocasião_de_referência.
715,Valor_extremo,Uma #Entidade possui um #Valor para um determinado #Atributo que é extremo quando comparado com os valores de outras entidades ou com valores da mesma #Entidade em outros pontos do tempo.
716,Familiaridade,"Uma #Entidade é apresentada como sido vista ou experienciada por um #Pensador (tipicamente genérico ou em segundo plano) em um certo número de ocasiões, fazendo com que a #Entidade tenha um certo grau de reconhecimento para o #Pensador."
717,Prendedor,"O #Prendedor é um artefato criado para fechar um #Recipiente (por exemplo, casaco, poder). Às vezes, o #Portal_do_recipiente, em vez do #Recipiente, é expresso."
718,Proliferar_em_número,"O número de entidades que compõem o #Conjunto muda de um #Número_inicial para um #Número_final. Alternativamente, a situação pode ser descrita em termos de um #Estado_inicial e um #Estado_final. Em alguns casos, o #Atributo (ou seja, número) ou #Diferença de número podem ser mencionados."
719,Estado_da_entidade,"Uma #Entidade está em um #Estado especificado. Quando não explicitamente especificado, o #Estado geralmente diz respeito à integridade, reparo ou funcionamento da #Entidade. O #Estado também é frequentemente avaliado com uma #Avaliação e pode ser especificado se aplica somente a um #Parâmetro particular da #Entidade."
720,Alegar,"Um #Falante menciona uma #Entidade_especificada contendo um #Papel, fornecendo, assim, informações que sustentem o ponto de vista do #Falante."
721,Abundância,A #Quantidade de uma #Coleção ocorre em um #Lugar e tem uma #Medida particular. A #Medida da #Coleção é referida apenas em termos de como a #Medida diverge de um padrão para a #Coleção de um tipo específico. #Grau pode talmbém refinar a relação da  #Medida com o padrão.
722,Escassez,"A #Quantidade de uma #Coleção, que ocorre em um #Lugar, tem uma #Medida em particular, que é relacionada à quantidade necessária no geral. "
723,Instituições,"Esse frame diz respeito a organizações permanentes (as #Instituições) com caráter público, o que significa que elas devem afetar a vida do público em geral em um determinado #Domínio. Em alguns casos, a maioria ou todos os membros do público têm uma relação direta com a #Instituição, mas em muitos casos, o efeito sobre a população é indireto."
724,Serviços_públicos,Esse Frame diz respeito às organizações permanentes (as #Instituições) que se destinam a ajudar os membros do #Grupo_alvo em um determinado #Domínio com uma #Ação_de_serviço. A maioria ou todos os membros relevantes do #Grupo_alvo têm uma relação direta com a #Instituição.
725,Taxa_de_desemprego,"Com base no número de #Indivíduos empregados, os #Indivíduos como um todo são descritos com um #Valor (uma porcentagem ou um número absoluto) representando a taxa de #Emprego dos #Indivíduos.

"
726,Órgão_judicial,"Uma #Fonte_de_autoridade, tipicamente um governo, depende de um conjunto de instituições especializadas para a administração da justiça. Esse #Órgão_judicial ouve casos que se originam dentro da #Jurisdição e se relacionam com a #Tarefa que lhes foi dada pela #Fonte_de_autoridade. Muitas vezes, um #Órgão_judicial faz parte de um sistema maior dentro do qual sua #Classificação pode ser especificada. O #Órgão_judicial normalmente está localizado em um local específico, a #Sede."
727,Ponto_de_disputa,"A resposta a uma #Questão está em discussão em um #Grupo, que ainda tem divergência de opinião entre seus membros. A proeminência da #Questão em relação aos demais pode ser indicada por uma expressão de #Status. "
728,Itens_enviados,"Um #Item_enviado é preparado, recebido após ou envolvido em um processo de Envio, que pode envolver um tipo específico de #Meio_de_transporte. O #Item_enviado tem um #Remetente e um #Destinatário (pretendido ou real) (ou um #Fonte e #Alvo). Como um objeto físico, o #Item_enviado pode estar localizado em um #Lugar."
729,Sistema,Um #Complexo com uma #Função particular é formado de #Entidades componentes. A função pode ser expressa por referência a uma #Entidade_saliente envolvida no trabalho do #Complexo.
730,Rede,"Um conjunto de entidades do mesmo tipo ou de tipos similares (#Nós) são ligados entre si por #Conexões para formar uma #Rede permitindo o fluxo de informações, recursos, etc."
731,Situação_vergonhosa,"Um pensador implícito julga que um determinado #Estado_de_coisas pelo qual um #Protagonista é responsável como sendo socialmente inaceitável.
"
732,Rejuvenescimento,A ação de um #Agente ou a ocorrência de um evento #Causa faz uma uma #Entidade retornar a um estado anterior de vigor e força.
733,Registrar,"Um #Agente registra de forma permanente informações sobre a ocorrência de um #Fenômeno. Alternativamente, o #Agente registra que uma #Entidade tinha um determinado #Valor para um de seus #Atributos."
734,Conjunto_de_entidades_inter-relacionadas,"Um grupo de #Entidades_componentes, juntamente com suas inter-relações, é visto como um #Complexo."
735,Localização_esperada_da_pessoa,Uma #Pessoa geralmente reside ou trabalha em um #Local.
736,Institucionalização,"Um #Paciente é colocado sob os cuidados de uma #Instituição médica por uma #Autoridade adequada. Independentemente de se o #Paciente concorda ou não em ser colocado na #Instituição, a #Autoridade julga que é no melhor interesse do #Paciente ou de seu ambiente que o #Paciente receba o tratamento na #Instituição."
737,Reclamar,"Um #Reclamante comunica sua reação emocional negativa a algum estado de coisas em uma #Reclamação. Como alternativa à #Reclamação específica, o #Tópico da #Reclamação do falante pode ser especificado."
738,Expressar_publicamente,"Um #Comunicador comunica publicamente alguns conteúdos difíceis de expressar que ele (ou um grupo social do qual eles são membros) tiveram por algum tempo. O #Conteúdo pode não ter sido previamente comunicado devido a incapacidade ou restrição social. Nos casos em que os indivíduos abordados são um grupo menor que o público em geral, um #Destinatário separado pode ser expresso."
739,Responder_à_proposta,"Um #Falante faz uma #Proposta feita por um #Interlocutor, aceitando ou rejeitando,  Acordar encarreta em uma responsabilidade social do #Falante de trazer algum estado das coisas encodado na #Proposta. "
740,Gabar-se,"Um #Falante fala sobre um #Tópico, que pode ser uma ação realizada pelo #Falante ou uma entidade ou estado de coisas que eles estão associados, a fim de sugerir que o #Falante é digno de admiração. O Falante pode fornecer uma #Explicação explícita por que o #Tópico redunda em seu crédito. Alternativamente, um elemento de frame #Mensagem pode ser usado para descrever diretamente o que o #Falante diz, deixando a #Explicação mais específica para a admirabilidade ser inferida. Em vez do #Falante, a ação pode ser atribuída metonimicamente à #Mídia, ou possivelmente ao #Expressor."
741,Aceitar_ou_recusar_a_agir,"Um #Falante tanto aceita quanto se recusa a engajar em uma #Ação_proposta, proposta por um #Interlocutor."
742,Preferência,"Um #Experienciador tem um grande desejo de participar de algum #Evento, em oposição à participação em um outro evento (recuperável contextualmente) o qual exibe um #Contraste com o #Evento. Alternativamente, o #Experienciador pode ter um grande desejo de que algum #Participante_focal participe no #Evento. A #Localização_do_evento pode também ser mencionada.

<ex><fex name=""Explanation"">Por que</fex> a <fex name=""Experiencer"">mulher</fex> prefere <fex name=""Focal_participant"">rostos viris</fex>?</ex>
<ex><fex name=""Experiencer"">Eu</fex> <t>prefiro</t> <fex name=""Focal_participant"">programas de fontes abertas</fex> <fex name=""Contrast"">a programas privados</fex>.</ex>
<ex><fex name=""Experiencer"">Outros clientes</fex> <t>preferem</t> <fex name=""Event"">nos enviar um pedido junto com um cheque</fex>.</ex>
<ex><fex name=""Experiencer"">Eu</fex> <t>prefiro</t> <fex name=""Focal_participant"">meu molho tártaro</fex> <fex name=""Location_of_Event"">no peixe</fex>.</ex>"
743,Proteger,Alguma #Proteção previne um #Perigo de danificar um #Recurso.
744,Boa_vontade,"Um #Pensador poderia se envolver em uma #Atividade se pediu para fazer ou, caso contrário, se foi solicitado a fazer algo."
745,Embarcar_em_um_veículo,Um #Viajante embarca em um #Veículo que eles pretendem usar como meio de transporte como passageiro ou como motorista.
746,Desembarcar,Um #Viajante abandona ou sai de um #Veículo.
747,Seguir_em_frente,Um #Auto_movedor inicia o movimento de um local #Fonte relativamente não perfilado. O foco está no movimento e não no local que está sendo retirado. O #Auto_movedor aqui também inclui veículos que são dirigidos por um agente intencional.
748,Deslocamento_intencional,Um #Auto_movedor se move intencionalmente em uma #Direção em uma #Trajetória em relação ao ponto de referência que não é a #Fonte nem o #Alvo do movimento geral. A forma ou configuração da #Trajetória pode ser expressa por uma #Forma_da_trajetória.
749,Sair_de_um_lugar,"Um #Auto_movedor deixa um local inicial de #Fonte. A #Trajetória pela qual o #Auto_movedor parte e a #Finalidade_pretendida da #Direção também podem ser mencionadas. Em muitas palavras que evocam esse frame, há uma implicação adicional de que o #Auto_movedor está descontente com o local #Fonte."
750,Traduzir,"Um #Pensador produz um #Símbolo_alvo que representa, no formato de #Representação_alvo, um #Conteúdo que preexiste na forma de um #Símbolo_origem em um formato de #Representação_origem."
751,Preparar_partida,"Um #Auto_movedor começa uma jornada em uma localização #Fonte, em uma #Direção em particular, geralmente partindo com um #Objetivo_pretendido em mente. "
752,Comunicar_mensagem_com_sucesso,Um #Comunicador fala com um #Destinatário de modo que o #Destinatário entende e aprecia completamente a verdade e/ou relevância de uma #Mensagem.
753,Mudar_direção,Um #Tema que está em movimento assume uma nova #Direção na qual ele se move. 
754,Ter_como_equivalente_de_tradução,"Um #Símbolo_fonte em um sistema de #Representação_fonte é apresentado para ser correspondido por um #Símbolo_alvo em um sistema de #Representação_alvo na capacidade de expressar um #Conteúdo específico.
"
755,Ser_equivalente_de_tradução,Um #Símbolo_de_destino em um sistema de #Representação_de_destino é apresentado como equivalente a um #Símbolo_de_origem em um sistema de #Representação_de_origem na capacidade de expressar um determinado #Conteúdo.
756,Obras_de_arte_físicas,"Um objeto físico, o #Artefato, é produzido por um #Criador para estimular as percepções, emoções ou cognição de um público. Embora não precise, em muitos casos, o #Artefato criado destina-se a representar uma entidade ou evento real ou imaginado, o #Representado. O #Representado pode ser mostrado especificamente em um estado específico (#Estado_do_representado)."
757,Criar_representação,"Um #Criador produz um objeto físico que serve como #Representação de uma entidade ou evento real ou imaginado, o #Representado."
758,Criar_arte_física,"Um #Criador cria um artefato que normalmente é uma #Representação icônica de uma entidade ou evento real ou imaginado. A #Representação também pode ser evocativa de uma ideia, embora não seja baseada em semelhança."
759,Fugir,Um #Auto_movedor responde a um perigo (real ou imaginado) ao fugir dele.
760,Artificialidade,"Uma #Entidade é avaliada para saber se pertence ou não a uma #Categoria_de_referência particular em um contexto em que sua categoria de associação é duvidosa. O critério ou critérios que são relevantes para a avaliação de associação à #Categoria_de_referência dependem de unidades lexicais e/ou do contexto. Normalmente, a composição do material, da #Entidade, seu método de criação, ou a identidade (e devida autoridade) de seus criadores são fundamentais para associação à categoria apropriada. Note que a #Entidade também abarca comportamentos."
761,Falsificar,"Um #Agente produz uma #Falsificação, uma entidade que ele pretende passar como uma instância particular de um #Padrão. Uma instância do #Padrão pode realmente existir e serviu como um original que é copiado pelo agente, ou o #Padrão existe apenas como uma ideia."
762,Disfarçar-se_de,"Um #Agente se comporta como se fosse um determinado indivíduo ou tipo de #Entidade_simulada, com a intenção de enganar observadores do seu comportamento. Isso geralmente é feito alterando sua aparência normal (especialmente vestimenta), maneirismos, voz e outras características observáveis."
763,Passar_por,Um #Agente age de tal forma a fazer com que outros pensem que um #Item seja um exemplo de um tipo em particular de uma #Entidade_simulada. 
764,Imitar,Um #Agente exibe uma #Característica de um #Padrão em seu próprio jeito de ser. 
765,Esconder_objetos,Um #Agente faz com que um #Objeto_escondido fique perceptivelmente inacessível para potenciais percebedores colocando-o em um #Lugar_escondido ou colocando em prática uma #Obstrução que oculta o objeto.
766,Delimitação_da_diversidade,"Um #Item que engloba características ou tipos cuja diversidade é indicada pela adição de um #Limite_1 e um #Limite_2 que diferem consideravelmente um do outro. Em alguns casos, os #Limite_2 e #Limite_1 são construídos juntos como #Limites. Como alternativa, os valores de uma determinada #Variável para o #Item e seus #Limites podem ser perfilados."
767,Estar_acordado,Um #Protagonista está acordado em um determinado #Tempo e #Lugar. Isso implica o #Protagonista ter um maior nível geral de consciência do ambiente do que quando está dormindo.
770,Buscar,"Um #Pensador examina um #Fundo cuidadosamente, alerta para a presença de um #Fenômeno. "
771,Cenário_de_procurar,Um #Pensador procura um #Fenômeno dentro do perímetro do #Fundo. 
772,Medidas,Uma #Entidade é medida em algum #Atributo (implícito) quantificando a #Contagem de uma determinada #Unidade cujo valor para o #Atributo é conhecido. As ULs e construções cujos significados herdam de Medidas são usadas em um conjunto de construções relativamente pequeno e delimitador.
773,Cenário_de_medida,"Uma #Entidade tem um #Valor em particular para um #Atributo, que pode ser descrito de várias maneiras diferentes. O #Grau de desvio do #Valor esperado para o tipo de #Entidade visto em uma instância específica ou em comparação com algum outro conjunto de comparação explícito. A quantificação absoluta em termos do número de #Contagens de uma determinada #Unidade que é igual ao #Valor para o #Atributo."
774,Mudança_de_estado_operacional,"Um #Dispositivo ou máquina é colocado em (ou fora de) serviço por um #Agente ou por uma #Causa ou força agindo no #Dispositivo. O #Tempo e o #Local onde o #Dispositivo é colocado em uso ou fora de uso podem ser especificados, como pode ser a #Finalidade do #Agente ao alterar o estado operacional do #Dispositivo."
775,Relação_entre_indivíduos,"Dois seres sencientes têm uma #Relação permanente ou semi-permanente um com o outro.  Essa relação pode ser interpretada simetricamente como entre os #Indivíduos, ou pode ser interpretada assimetricamente, de modo que #Indivíduo_1 é identificado por sua relação com o (implicitamente mais conhecido) #Indivíduo_2.


"
777,Cenário_de_criação_de_nó,Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó.
778,Atividade_mental,"Neste frame, uma #Entidade_consciente tem alguma atividade da mente operando sobre um determinado #Conteúdo ou um #Tópico em particular. A atividade determinada pode ser perceptual, emocional ou, mais genericamente, cognitiva. Este frame não-lexical foi criado primariamente para estruturar relações de herança."
779,Emoções,"Um #Experienciador tem um #Estado emocional particular que pode ser descrito em termos de um #Estímulo específico que o provoca, ou um #Tópico que categoriza o tipo de #Estímulo. Em vez de expressar um #Experienciador diretamente, pode (metonimicamente) ter em seu lugar um #Evento particular (com participantes que são #Experienciador es da emoção) ou um #Expressor (uma parte do corpo ou gesto que daria a indicação do #Estado do #Experienciador para um observador externo. "
780,Resumir,"Um #Comunicador processa alguma informação (de fontes textuais ou empíricas/perceptuais) reparando um #Estado_de_coisas de forma concisa em um (resumo) que contem o conteúdo essencial de forma mais resumida, e comunica este resumo a um #Destinatário, ou grava em uma #Mídia. O #Estado_de_coisas pode ser representado diretamente, ou em forma textual, ou metonimicamente como uma entidade focal."
781,Soltar_da_custódia,As #Autoridades libertam um #Suspeito que foi detido sob suspeita de ter cometido um crime.
782,Ser_afetado,Um #Entidade é afetada por um #Evento.
783,Executar_plano,"Um #Agente age de acordo com um #Plano, realizando-o (ou tomando medidas para executá-lo). Em alguns casos, o #Agente é um participante focal no #Plano, embora um #Participante_focal separado também possa ser mencionado. O #Plano pode ser especificado para a #Duração para o qual está em vigor."
784,Cenário_de_tiro,"Uma #Arma_de_fogo é disparada, causando o movimento de um #Projétil. Esse frame existe primariamente para relacionar frames. "
785,Alugar,Um #Locatário ganha o uso de #Bens possuídos pelo #Locador pagando o #Locador.
786,Alugar_para ,"Um #Locador, que é o dono de alguns #Bens, permite que um #Locatário use os #Bens temporariamente em troca de #Dinheiro."
787,Confiar,Um #Pensador pensa que a #Informação dada por uma #Fonte particular é correta. Um #Conteúdo ou #Tópico de #Informação também pode ser descrito.
788,Tornar-se_membro,Um #Novo_membro torna-se um membro de um #Grupo socialmente construído.
789,Fachada,"Um indivíduo ou organização, a #Fachada, serve como cobertura para uma #Atividade_ilícita ou uma #Organização_ilícita."
790,Terrorismo,"Um #Terrorista comete violência ou senão um #Ato ação prejudicial a #Vítima para coagir ou aterrorizar o governo ou a população. O #Ato pode ser cometida por razões políticas ou ideológicas particulares e é sempre direcionada aos civis, em oposição ao governo e aos oficiais militares. É quase sempre em violação a uma ou a muitas leis."
791,Dinheiro,"O #Dinheiro refere-se a um meio usado para trocar mercadorias e serviços. Na maioria dos casos, é emitido pelo governo (seu #Criador) na forma de moedas e notas. Quantidades particulares podem ter um #Uso designado ou planejado, ou podem ter vindo de alguma #Origem."
792,Situação_de_risco,"É provável (ou improvável) que uma #Situação específica resulte em um evento prejudicial que ocorra com um #Ativo. A #Situação pode ser um estado, uma atividade ou alguma entidade focal que deve ser inferida como parte de alguma Situação maior envolvendo tanto ela quanto o #Ativo. Embora a ideia de um evento nocivo seja crucial para a compreensão desse Frame, ela não é exprimível como argumento das LUs nesse Frame."
793,Cenário_de_risco,"Um #Ativo está em uma #Situação específica, que tem a probabilidade de levar ou convidar a um #Evento_nocivo que afetará negativamente o #Ativo."
794,Processo_estado_incompleto,Um #Processo está em um estado em que não pode mais ser concluído.
795,Processo_pausar,"O #Processo deixa de avançar para a conclusão, mas deve ser retomado e continuar."
796,Mudar_duração_do_evento,"Nesse frame, um #Agente ou #Causa muda a duração de um #Evento. O #Evento irá então ocorrer com uma #Nova_duração diferente da #Duração_inicial. Isso pode ser feito através de um certo #Meio, de uma certa #Maneira ou a um certo #Grau."
797,Prosperar,"Uma #Entidade está em um estado tal que ela participa de uma preponderância de estados e eventos que são desejáveis ​​para ela. Para entidades vivas, isso pode acarretar uma proliferação de instâncias da entidade, ou de propriedades desejáveis ​​associadas à entidade (sozinha). Para entidades não-vivas (economias, locais políticos, tópicos acadêmicos, etc.), isso implica uma proliferação de instâncias, ou de atividades que levam a instâncias, ou qualquer atributo que impeça a entidade de desaparecer. Esse estado é concebido como temporário, ou pelo menos contingente a vários fatores mutáveis. Palavras expressando o estado oposto, isto é, a falta de tal atividade positiva, também estão neste frame.
"
798,Causar_mudança_de_força,"Um #Agente faz com que um #Paciente seja mais mais forte, normalmente resultando em algo mais seguro e confiável."
799,Mudar_resistência,"Um #Agente modifica capacidade de um #Paciente de resistir a um #Ataque literal ou figurativo. Esse frame se difere de Causar_mudança_de_força apenas porque o #Paciente está restrito a atuar como força defensiva, isto é, pode resistir e não exercer força."
800,Meio,"Um #Agente faz uso de um #Meio (tanto uma ação ou um sistema de entidades necessárias para a ação) a fim de se obter a #Finalidade.

(Este frame pode ser ampliado para incluir ações intermediarias não agentivas.)

<ex>O <t>meio</t> primário <fex name=""Purpose"">de detecção de gás</fex> <m>é</m> <fex name=""Means"">a espectroscopia de massa.</fex> .</ex>

<ex>Eles<fex name=""Purpose"">descobriram o ataque</fex> <fex name=""Means"">monitorando os canais de comunicação aliados.</fex> .</ex>"
801,Sobreviver,"Um #Sobrevivente consegue evitar ser afetado negativamente, apesar de encontrar uma #Situação_perigosa. O efeito negativo mais frequente é a morte, destruição ou uma interpretação metafórica de um deles."
802,Colonização,"Um grupo de #Colonizadores de uma #Terra_natal migra para e continua a se instalar em uma #Área_nova. Então, a #Área_nova se torna seu lar permanente. A #Área_nova e a #Terra_natal são, de alguma forma, interpretadas como parte da mesma organização ou sistema. No caso de (pessoas de) estados-nações que colonizam outras áreas, a colônia e o estado-nação são considerados uma única entidade política. Em um sentido expandido de coisas vivas em geral colonizando ou estabelecendo uma nova área, o #Terra_natal original ainda deve ser habitado por alguns do mesmo grupo. Nesse sentido, a #Colonização é distinta da migração ou do êxodo."
803,Dominar_situação,"Um #Agente age de forma a ser a força mais forte, ou o fator causal mais importante em algumas situações, excluindo outros atores concorrentes."
804,Dominar_competidor,"Um #Agente, em virtude de força, controla, governa ou influencia fortemente algum #Paciente em alguma #Situação."
806,Controlar,"Uma #Entidade_controladora, #Situação_controladora ou #Variável_controladora controla uma #Entidade_dependente, #Situação_dependente ou #Variável_dependente. A última, dependente, elemento ou algum aspecto dela não é apenas influenciado, mas determinado pelo elemento controlador."
807,Estar_no_controle,"A #Entidade_controladora tem controle consciente sobre uma #Entidade_dependente, #Situação_dependente ou uma #Variável_dependente."
808,Destino,"Um #Estado_de_coisas virá com um #Protagonista em algum momento futuro. O #Protagonista não é concebido como tendo controle sobre se o #Estado_de_coisas será válido: ações ou circunstâncias anteriores obscuramente relacionadas, ou algum poder oculto pode já ter determinado que isso ocorrerá."
809,Sorte,"Um #Estado_de_coisas é avaliado como bom (ou ruim), com base na suposição de que, anteriormente, o #Estado_de_coisas era considerado improvável de ocorrer. O #Estado_de_coisas vale para um #Protagonista em particular."
810,Coincidência,"Um #Estado_de_coisas (um estado ou evento) se mantem ou ocorre, e é apresentado como sendo causalmente independente de outros estados (implícitos) ou eventos que poderiam ter sido causalmente relacionados ao #Estado_de_coisas. O #Tempo ou o #Lugar também podem ser mencionados."
811,Fazer_cumprir,Um #Agente age para garantir que uma #Regra (geralmente uma restrição de comportamento) esteja sendo seguida. A ação do #Agente está de acordo com um plano geral para #Regras (de tal forma que implícito na #Regra está a possibilidade de certas entidades garantirem que a #Regra seja seguida). A #Regra pode ser especificada para a #Duração na qual ela está em vigor.
812,Cenário_de_remoção,A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte.
813,Sitiar,"Um #Agressor, um grupo de forças armadas, cerca a #Vítima, um local militar e as pessoas dentro dele, em uma tentativa de coloca a #Vítima do lado de fora, com o objetivo de forçar a sua rendição ou enfraquecê-los para que uma invasão seria bem sucedida. Um cerco bem-sucedido é freqüentemente seguido pelo #Agressor tomando o controle da (terra detida) pela #Vítima."
814,Ser_subconjunto_de,Uma #Parte é considerada um membro do conjunto descrito pelo #Total. A relação entre #Parte e #Total é subconjunto-superconjunto em vez de parte-todo (como é nos frames Parte_todo e Inclusão).
815,Estar_em_uma_categoria,"Um #Item pertence a uma #Categoria, como (muitas vezes implicitamente) é concebida por um #Pensador."
816,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.
817,Ser_incluso,"Uma #Parte é descrita como sendo um subconjunto ou uma sub-parte constituinte de um #Todo. Isto em contraste com o frame de Inclusão, no qual a mesma relação é observada do ponto de vista do #Inteiro. "
820,Vocalizações,"Este frame está interessado nos sons produzidos por entidades animadas, por meio de seu trato vocal. As descrições dos sons dos artefatos, destinados a imitar tais sons ou a atuar como animais ou pessoas vocalizadas, são tratadas aqui como linguagem figurada."
821,Transportar_bens,"Um #Distribuidor vende, empresta ou distribui uma classe de #Bens. No caso do protótipo, o #Distribuidor é um varejista que geralmente guarda algum tipo de #Bens no local com o objetivo de vendê-lo a um comprador. As extensões incluem emprestar #Bens (por exemplo, bibliotecas, locações de locação de filmes), distribuição interna da organização (como em um hospital) ou outros centros de distribuição não comerciais. Os #Bens são restritos a um tipo de item (por exemplo, produtos enlatados, aparadores antigos) em vez de um item específico ou exclusivo. Observe que um #Distribuidor pode ter alguns #Bens em particular, mas pode não tê-lo em mãos no momento exato."
822,Quebrar,Uma única #Subparte se quebra do #Todo.
823,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
824,Despedaçar,"Um #Todo se quebra em #Pedaços, resultando na perda do #Todo (e, em muitos dos casos, em nenhum pedaço que tenha uma função separada)."
825,Tornar-se_separado,"Um #Todo se separa em #Partes ou de uma parte de um conjunto, denominada #Parte_1. A #Parte_1 se separa da porção restante da #Parte_2."
826,Ter_ou_carecer_de_acesso,"Um #Tema tem acesso a um #Local_útil ou é bloqueado por uma #Barreira.
"
827,Cenário_de_acesso,Um #Tema é ou não capaz de entrar ou acessar um #Local_útil por causa de / apesar de uma #Barreira.
828,Abertura,"Um #Local_útil é acessível para algum #Tema (possivelmente genérico)  apesar de uma #Barreira potencial, ou não é acessível devido à Barrieira."
829,Ganhos_e_perdas,"Um #Ganhador recebe #Ganhos ao fornecer #Bens a um #Comprador; fornecer #Bens  também geralmente acarreta um custo, que pode ou não ser incluído no pagamento. 
Esse frame enfatiza o efeito sobre o #Ganhador e geralmente se generaliza em um número indefinido de transações com várias partes.
Algumas ULs referem-se, principalmente,  aos #Ganhos sem fazer referência ao custo; outras à quantidade que os #Ganhos difere do custo, enfatizando uma perda ou um ganho líquidos."
