Lemma,Cluster
rede de transportes,1098
malha rodoviária,1468
áreas metropolitanas,1054
zonas centrais,611
conexões,1153
rodoviário,716
modal de transporte,1098
setor econômico,1795
rodízio,1584
serviço de mesa,281
roleta,2040
jogos de azar,281
cassinos,87
cassino,87
rosa,3896
rosca,3939
produto de padaria,1098
hábitos,1985
rotunda,3398
indústria têxtil,1468
decência,995
roupa íntima,198
roupar,1411
roupão,469
veludo,2503
pós-banho,26
spa,1936
pedestres,833
motocicletas,146
rubi,2511
gema,2983
geólogos,2144
ruela,2073
travessa,799
cidade antiga,1468
arquitetura medieval,1468
centros históricos,1504
cidades antigas,1054
bairros antigos,1504
vida no campo,281
tradições rurais,1054
comunidades rurais,1054
civilizações antigas,1054
sítios arqueológicos,1504
monumentos históricos,1504
zonas de guerra,611
áreas abandonadas,1054
sabonete,26
glicerina,288
fragrâncias,26
corantes,293
hidratantes,26
lavagem de mãos,1054
rotina de cuidados,1504
rituais de beleza,1098
cuidados pessoais,1504
soda cáustica,198
lavagem de roupas,1054
limpeza doméstica,198
lavagem de louça,1054
faxina,1788
frente,1724
lateral,1134
traseira,1134
saci,1863
personagem folclórico,990
figura cultural,198
ser mítico,990
folclore brasileiro,1098
contos populares,1504
tradições orais,1054
histórias infantis,1054
sacristia,272
preparação de missas,1054
guarda de objetos litúrgicos,1008
vestiário de sacerdotes,1098
reuniões religiosas,1054
organização de rituais,1098
safira,2137
térreo,147
área comum,1468
saia,2188
vestuário feminino,1098
saideira,388
sais minerais,178
equilíbrio corporal,1098
sala de TV,611
assistir televisão,1054
assistir filmes,1054
assistir séries,1054
sala de concertos,1008
casas de show,281
salas de música,611
apresentações musicais,1504
espetáculos,1110
conversas,1097
receber visitas,1054
sala de estudos,1008
sala de jantar,281
ceia,1477
encontros familiares,1504
molhos,1066
acompanhamentos,39
salame,3106
embutidos,456
sanduíches,623
tábuas de frios,1054
pizzas,1266
glândulas salivares,281
limpeza bucal,942
deglutição,576
proteção dental,1588
salpicão,3370
batata palha,198
cachorros-quentes,623
pratos rápidos,178
centros de convenções,1054
espaços de eventos,1504
atividades sociais,1054
cortes de cabelo,1043
tratamentos estéticos,1504
pedicure,2262
salão de dança,281
escolas de dança,611
academias,748
bailes,708
aulas de dança,611
eventos sociais,1504
práticas de dança,611
salão de festa,281
condomínios,1446
samba-canção,872
dormitórios,359
roupa de dormir,198
pijama,1532
roupa confortável,198
refeições rápidas,1054
piqueniques,884
sanfona,2754
grupos musicais,1504
transfusão,1375
glóbulos vermelhos,1043
glóbulos brancos,1043
plasma,864
veias,3177
artérias,1867
testes laboratoriais,1504
tratamento médico,1795
figura religiosa,1468
padroeiro,1625
intercessor,224
modelo de virtude,1654
virtude,83
milagre,224
canonização,224
lugar de peregrinação,1654
sagrado,352
sapatilha,927
equipamento de dança,1654
ballet,3259
sarapatel,732
miúdos,264
sargaço,3437
vegetação marinha,942
planta aquática,942
flora marinha,942
biomassa,3184
águas tropicais,1054
biologia marinha,942
peixe cru,1043
molho de soja,1043
wasabi,3253
prato japonês,1043
satanás,158
figura mitológica,1468
demônio,866
personagem religioso,990
símbolo do mal,1654
mal,1979
rebeldia,1123
sativa,1005
variedade de cannabis,1098
espécie vegetal,198
sauna,3715
instalação de bem-estar,1098
equipamento de relaxamento,1098
local de saúde,1098
atividade de relaxamento,1098
desintoxicação,494
sauna gay,198
local de socialização,1098
ambiente de relaxamento,1098
espaço de convivência,1098
comunidade LGBT,1468
scooter,2908
motocicleta,1706
transporte pessoal,1098
equipamento de mobilidade,1654
secretaria municipal de segurança,1098
órgão governamental,1098
instituição pública,1468
departamento de segurança,1098
entidade administrativa,1468
agência de segurança,1008
secretaria municipal do meio ambiente,1098
departamento ambiental,1098
agência ambiental,1468
produto têxtil,1043
material de vestuário,1654
sedan,3273
self-service,609
tribos,125
semáforo,432
senador,3529
parlamentar,629
senado,3508
senhor,1027
senhora,1164
formalidade,39
ser_humano,990
ser_sobrenatural,362
fantasma,1675
ser_vivo,1567
seringueiro,1531
amazônia,3770
serra_de_cozinha,611
serraria,531
sertão,2842
caatinga,498
semiárido,498
servente,1165
mestre de obras,1054
construtora,932
TI,2256
datacenter,687
prestador,110
serviço de ajuste de roupas,1098
costureira,1367
conserto,3616
serviço de alinhamento e balanceamento,1098
centro automotivo,990
autopeças,749
serviço de atendimento móvel de urgência,1098
SAMU,3225
serviço de pronto atendimento,1098
serviço de saúde mental,1588
centro de saúde,990
serviço de transporte,1098
serviço de verificação de óbito,1098
legista,3
órgão público,1795
serviço veterinário de emergência,1098
clínica veterinária,281
hospital veterinário,281
shampoo,795
shopping center,1795
short,211
shorts,211
shot,1756
injeção,1482
simbolismo,1641
corrente literária,1468
expressão cultural,1588
estilo literário,990
corrente filosófica,1468
simbolo,1155
simbólico,1641
sinalização podotátil,1588
sinalização tátil,1588
associados,137
sineta,2539
sirene,3811
smart watch,1567
conectividade,595
gadget,196
sobrecoxa,778
corte de carne,281
parte do frango,281
sociologista,2604
ciências sociais,1054
resgatador,1374
salvador,838
ajudante,279
soda,1187
carbonatação,908
borbulhas,624
hidróxido de sódio,1043
compostos químicos,1504
substâncias alcalinas,1054
ingredientes industriais,1504
agente de limpeza,1654
desentupidor,1900
reagente químico,1043
catalisador,624
neutralizador,663
desentupimento,1900
saponificação,908
almofadas,332
sofá-cama,1627
economia de espaço,1098
versatilidade,595
evaporação,908
luz solar,200
energia solar,198
solar,1039
pelotão,2843
patriotismo,976
matéria orgânica,1468
microorganismos,2114
solto,2268
desprendimento,663
afrouxamento,1842
desvinculação,1906
despreocupação,169
soluto,2233
diluição,696
reagente,190
solário,3498
bronzeamento,727
sombreiro,1323
sopa agnolini,252
agnolini,1337
sorveteria,609
sotaque,1320
soteropolitano,1692
Salvador,838
sousplat,3188
aparelho de jantar,281
centro de bem-estar,990
pulverização,908
subjuntivo,3276
conjugação,1398
língua portuguesa,1468
submarino,697
fósseis,2832
substantivo,652
classe gramatical,1468
substância psicoativa,198
operação matemática,281
sumário,648
índice,710
sunga,1295
roupa de banho,198
tomar sol,1793
glândulas sudoríparas,281
sílaba,2946
fonética,733
sócio,3367
sódio,3580
sótão,3112
súdito,3993
taba,3736
tabela,415
tabelião,2046
notário,2046
taberna,3354
tacacá,3629
tangerina,499
vitamina C,178
cítrico,1689
sistema de água,3389
tapa,1896
ofensor,919
taxação,1816
encargo,173
teatro de arena,1795
teatro[da guerra],1098
temakeria,609
tenda índia,281
teorema de Pitágoras,1567
teorema,2694
tererê,2772
mate,2521
termas,2805
hub,2535
termo de responsabilidade,1098
formalizar,39
lote,2361
parcela,930
terço,2432
rosário,1282
recortar,179
fortuna,1608
legar,130
testificar,55
testículo de boi,362
açougue,876
forro,3528
telha,2623
dissertação,1889
tigela,1821
tigre,1990
aditivo,1529
tirano,3054
ditador,3054
opressor,1676
autocrata,118
déspota,3054
súditos,118
toalete,1478
sanitário,292
WC,2943
toilette,17
necessidades,832
tobogã,1094
escorregador,1690
playground,315
toco,2429
poda,3927
torpedo,2240
míssil,248
armamento,610
torrada,1968
touca,1574
toureiro,616
tourada,616
praça de touros,1008
toxicologista,2604
toxinas,2750
força de trabalho,1098
comércio ilegal,1795
organização criminosa,1468
cartel,2778
transporte de carga,281
transporte de passageiros,1098
trapo,2343
sucata,3999
remendo,1069
relações internacionais,1054
conjunto de dormir,990
travesti,632
traçado,140
curva,14
traço,2174
vestígio,867
tricíclo,1567
guidão,296
triglicerídeo,293
lipídio,293
trigonometria,3096
ângulo,2212
seno,3243
cosseno,3638
tangente,14
triângulo,1561
trilha de caminhada,611
triplex,2718
vértice,1561
troco,1661
troféu,1580
trombeta,2649
bocal,3091
campana,346
trompetista,921
trompete,1011
troponina,714
seláceo,1043
águas temperadas,1054
barbatanas,1831
cauda,2479
sistema hidráulico,3389
rede de encanamento,281
estrutura industrial,1468
equipamento de laboratório,1654
sistema de ventilação,3389
encanador,474
turco,2667
Turquia,582
Anatólia,418
Istambul,418
Capadócia,418
Bósforo,418
Ankara,418
setor terciário,1795
desenvolvimento regional,1098
cidade turística,1468
destino turístico,990
ponto turístico,990
tarifa,1168
bandeirada,202
transporte urbano,1098
sistema de mobilidade,3389
indústria de transporte,1098
restos mortais,1504
memorial,760
mausoléu,760
campo santo,1795
cripta,1814
enterramento,907
subterrâneo,414
linha férrea,198
sistema de metrô,1795
viaduto,3412
umbanda,1209
cultura afro-brasileira,1468
práticas religiosas,1054
tradições espirituais,1054
movimento espiritual,990
sincretismo,976
orixá,660
unicelular,148
protozoário,2114
coletividade,772
sistema métrico,3389
sistema internacional,3389
unidade básica de saúde,1098
infraestrutura de saúde,1098
unidade de pronto atendimento,1098
atendimento imediato,1098
tratamento rápido,990
unidade de saúde familiar,1098
unidade de terapia intensiva,1468
serviço médico,1795
tratamento intensivo,990
cuidados críticos,1504
unidade prisional,1468
sistema prisional,3389
sistema de justiça,3389
infraestrutura de segurança,1098
rede de segurança,1098
infraestrutura de educação,1098
programa de ensino,1008
urina,3206
urinol,2989
urso,2271
urubu,1392
uísque,559
Irlanda,954
centeio,1578
esterco,508
bezerro,508
estábulo,150
vaga-lume,3019
bioluminescência,3184
valsa,2858
baile,1183
vaso sanitário,1043
descarga,114
vatapá,3706
veado,203
cervo,203
vegetariano,155
parafina,288
velho,3676
velhote,1027
lojista,326
peste,3892
veneno de barata,990
veneno de rato,990
verbal,2561
verdura,806
vereda,1886
versículo,369
veste,1748
modéstia,619
zíper,3785
bolso,3536
feminilidade,877
noivas,1036
vestíbulo,1022
seringa,966
luvas,2803
gatos,3787
cavalos,1505
cinto de segurança,1098
entregadores,474
pedágio,432
caminhões,146
motos,146
agentes,41
alegrias,81
video game,1567
níveis,658
sílica,223
óxido,2509
viking,1514
capacete,438
vilarejo,1182
ácido acético,1043
donas de casa,611
taninos,325
uva,1607
enólogo,328
equipamento de som,1654
biblioteca musical,1588
audiophile,175
enologia,328
região vinícola,942
terroir,328
indústria vinícola,1468
viticultor,1853
suco de uva,1043
viola,3001
conjunto musical,990
grupo folclórico,990
dupla sertaneja,1468
violeiro,1632
violino,303
música clássica,1468
crina,2306
quarteto de cordas,1054
grupo de câmara,990
violinista,921
maestro,921
duo,2139
grupo de serenata,990
violonista,921
vira-lata,1373
grupo de resgate,990
anfitrião,1804
hoteleiro,277
restaurateur,609
visto,3866
processo de imigração,1654
vizinha,3436
planejador urbano,990
viúva,1777
grupo de apoio,990
rede de suporte,281
vocabulário,392
comissário,629
vovô,2724
neto,2338
atividade sísmica,1468
geólogo,1016
vândalo,2688
depredação,965
legendas,836
wearable,2478
whisky,559
wi-fi,1010
zebra,2345
zinco,2601
galvanização,908
baterias,2158
zoo,3399
ácaro,1329
artrópode,1500
invertebrado,1500
pH,2079
ácido muriático,1043
desincrustação,663
água de coco,1043
eletrólitos,293
sais,2915
água sanitária,198
branqueamento,727
microrganismos,2114
reservatórios,1684
aquíferos,2832
fotos,1130
ilustrações,1130
letras,3446
metanol,402
produção de bebidas,1468
metros quadrados,1294
acres,1322
quilômetros quadrados,1294
unidades de medida,1468
galhos,56
raízes,81
elétrons,735
partículas,1281
massa atômica,198
número atômico,990
interface,595
armação,346
turista,116
dinheiro,1854
finalidade,2780
função,1634
restante,1146
objetivo,2780
alvo,419
intenção,2780
uso,2616
ambição,504
aspiração,993
ânsia,336
desejo,336
abandono,1409
aptidão,3864
competência,39
habilidade,322
abuso,1420
alternativa,39
escolha,546
opção,3286
utilidade,323
filha,1662
teatro,1965
monte,3755
existência,83
peça,2398
atividade,305
leitura,131
interpretação,1906
significado,1641
vergonha,169
movimento,410
alongamento,1341
dança,2948
grupo,44
ideia,871
tiro,1657
briga,686
gorda,1371
esquete,1710
participação,929
brigaiada,1185
dificuldade,213
acidente,341
acomodação,928
acréscimo,173
aeroporto,716
ala,1050
albergue,116
apito,3753
arbitragem,1076
árbitro,3322
área,1453
arena,3245
arquibancada,2092
artilheiro,579
atacante,1379
ataque,164
atleta,35
atração,3524
auxiliar,279
avião,2056
banco de reservas,1054
banco,1455
bandeira,1616
bandeirinha,1076
bar,3087
barca,3016
barco,446
bola,3388
boteco,1413
braçadeira,438
cabeça de chave,611
cabeceada,324
calção,2581
câmbio,1991
campo,2330
capitão,78
carrinho,3022
carro,3562
cartão,2274
casa,2130
chalé,2593
chance,3555
check-in,2564
check-out,2564
chegada,1444
chute,335
chuteira,3211
cidade base,1468
cidade sede,1468
círculo central,990
classificação,1889
comemoração,145
comida,2301
comissão técnica,1468
compras,789
concentração,305
conclusão,1231
confederação,2214
contra-ataque,1876
copa do mundo,252
copa,2048
craque,1379
crime,1946
decisão,1658
defesa,1602
delegação,3244
desastre,960
desembarque,1071
disputa de pênaltis,1008
documento,992
doença,1881
drible,3826
embarque,1071
emergência,1318
entrada,1267
equipe,3180
escanteio,324
espectador,1752
estação,363
estada,1147
estadia,1147
estádio,177
evento,1143
falta,52
fase classificatória,1098
fase de grupos,1504
final,1486
finalização,219
fortaleza,204
frustração,169
futebol,820
gol contra,895
gol,2611
goleiro,1379
gramado,3274
grande-área,1076
helicóptero,603
hospital,1026
hostel,3581
hotel,2824
impedimento,143
infração,3467
infraestrutura,595
intervalo,817
jantar,3546
jogada,348
jogador,1379
jogo perigoso,990
jogo,1978
juiz,3500
lanchonete,609
lateral,1134
linha de fundo,611
linha de meio-campo,611
linha lateral,198
linha,1086
mão,2447
marca de pênalti,1008
médico,1830
meia-lua,448
meia,3227
meio de campo,281
meio-campista,1379
meio-campo,1379
metrô,1431
mundial,45
natal,916
navio,3652
oitavas de final,281
oitavas,2448
ônibus,2875
operadora,110
oportunidade,245
pacote,2707
padaria,386
país sede,1795
partida,579
passagem,1444
passaporte,411
passe,812
passeio,1703
peixinho,517
placar,1439
planejamento,839
polícia,3113
ponto de ônibus,1654
ponto de táxi,1654
ponto,28
potencial turístico,990
pousada,250
preparador físico,1098
prorrogação,219
quartas,2448
quarto árbitro,1795
rebote,3526
recife,2656
rede,2618
reserva,2525
resort,1124
restaurante,609
rodoviária,716
saída,1267
sede,3187
semi,2097
setor,2074
tabela,415
táxi,3532
técnico,1590
tempo,149
time,3458
tiro de canto,1654
titular,3576
título,3667
torcedor,2092
torcida,2092
torneio,579
tour,2115
transporte,716
trave,2622
travessão,324
treinador,1379
trem,1701
trio de arbitragem,1098
troca,1826
turismo,277
uniforme,1589
vaga,1137
vantagem,323
viagem,1319
visita,1693
visitante,1752
visto,3866
zaga,3547
zagueiro,1379
balsa,2180
bicicleta,1706
transporte público,1098
barco de passeio,1795
balão,2919
carne de porco,1043
veleiro,446
navio de cruzeiro,1795
trailer,347
vagão leito,1795
ônibus de passeio,1795
pensão,3693
granja,2374
motel,2996
camping,64
hospedagem domiciliar,1588
hotel fazenda,281
casa de férias,198
avalanche,771
ciclone,309
desertificação,979
seca,2084
maremoto,960
terremoto,960
faxineiro,1165
pano,1029
menino,280
lacre,3451
noz,3719
criança,264
copo,2175
bandido,1952
prova,814
vizinho,3436
professor,208
papel,3650
adesivo,1718
estudante,208
pedreiro,1165
cachorro,1373
tornozelo,100
nariz,3359
joelho,674
pé,1184
dedo,695
tela,2323
hd,3519
celular,196
computador,1726
panela,3124
cabo,1758
calça,544
bolso,3536
sapato,630
sola,2435
corda,2658
vaso,3431
janela,1582
mato,3234
botão,2473
cartaz,1583
lençol,3523
lagoa,3798
armador,71
ala-armador,71
proa,3889
leme,2757
voga,3671
pivô,3847
ponta direita,611
ala-pivô,71
árbitro assistente,1098
árbitro reserva,1098
segundo árbitro,1795
praia,3438
rio,3260
morro,2211
lago,2823
montanha,1041
arquipélago,1317
ilha,99
bacia,2477
vale,2294
canal,3217
estreito,3740
enseada,2784
baía,1120
caverna,1734
gruta,2433
cordilheira,1041
oceano,226
península,1882
piscina natural,198
riacho,76
córrego,76
ribeirão,76
arrecife,697
floresta,193
bosque,233
mata,1779
balneário,1729
cachoeira,379
cascata,133
queda d água,198
catarata,3928
duna,3281
meia direita,611
central armador,1043
meia esquerda,611
ponta esquerda,611
ponta,3962
primeiro centro,895
segundo centro,895
contra-voga,1793
pilar fechado,990
segunda linha,611
oitavo,1109
meio scrum,895
abertura,219
pilar aberto,990
saque,1673
saída de rede,611
levantador,71
entrada de rede,611
fundo,1259
meio,3305
esportista,299
desportista,299
competidor,765
dupla,282
fisiologista,2604
massagista,1252
fisioterapeuta,168
nutricionista,494
veterinário,656
boxeador,166
nadador,651
esgrimista,299
tenista,35
saltador,1840
arremessador,71
lançador,3586
canoísta,3860
caiaquista,1567
ciclista,833
ginasta,35
velocista,851
corredor,359
lutador,166
halterofilista,851
remador,3196
mesatenista,851
arqueiro,338
atirador,209
velejador,603
judoca,3101
pesista,1043
grequista,895
pessoa,773
cara,1948
homem,376
mulher,1164
indivíduo,922
personagem,1343
ser humano,990
alguém,773
recepcionista,279
peso,3481
dardo,3792
disco,3361
barreira,321
bastão,2988
barra,1425
sarrafo,1836
vara,1595
martelo,413
bloco de partida,1654
obstáculo,321
colchão,332
caixa de areia,611
pistola,718
gaiola,2088
shorts,211
sapatilha,927
volante,1908
peteca,3970
raquete,1581
cesta,3191
luva,2543
canoa,3045
caiaque,129
embarcação,1834
colete,3609
capacete,438
remo,2726
baliza,324
bike,2128
máscara,3735
florete,713
espada,3968
sabre,2515
trampolim,1076
arco,2689
flecha,2368
fita,105
maça,1162
barra fixa,198
barras paralelas,1054
cavalo,1505
cavalo com alças,1054
mesa,2779
solo,1481
taco,1975
quimono,1361
faixa,1426
touca,1574
arma,3760
protetor nasal,1588
sunga,1295
maiô,1495
vela,1611
poste,2297
pugilista,166
instalação,219
ginásio,3942
pista,1449
quadra,1447
circuito,1969
pavilhão,2990
velódromo,177
rua,3240
piscina,1132
mar,1707
sambódromo,589
ringue,191
tatame,191
plataforma,595
tablado,1159
igreja,2412
galeria de arte,611
zoológico,656
biblioteca,750
jardim zoológico,1043
zoo,3399
centro cultural,198
museu,2100
casa de cultura,611
praça,933
pinacoteca,637
catedral,272
prédio,2662
edifício,2662
aquário,2871
parque de diversão,1795
parque temático,1795
botequim,1413
café,1475
cafeteria,609
locadora de veículos,1008
cemitério,907
basílica,272
caixa eletrônico,1043
salão de beleza,281
loja,2359
livraria,23
loja de conveniência,1008
loja de departamento,1008
dentista,889
floricultura,1021
posto de gasolina,281
posto de combustível,281
supermercado,386
mercearia,386
venda,1359
mercadinho,386
atletismo,160
badminton,820
basquete,820
boxe,2523
canoagem slalom,281
canoagem velocidade,1054
ciclismo bmx,281
ciclismo mountain bike,281
esgrima,713
handebol,820
golfe,2450
hipismo saltos,281
hipismo cce,281
hipismo adestramento,281
hóquei sobre grama,281
judô,2737
levantamento de peso,1098
luta estilo livre,895
luta greco-romana,198
nado sincronizado,1098
natação,651
pentatlo moderno,990
pólo aquático,1043
rugbi,1251
taekwondo,166
tênis,3836
tênis de mesa,281
tiro com arco,1567
tiro esportivo,990
triatlo,160
vôlei,2661
vôlei de praia,942
lugar,852
local,694
ace,2039
cabeceio,324
batida,3632
gente,319
cobrança,667
interceptação,734
marcação,823
recepção,1444
barras assimétricas,1054
óculos de natação,281
pena,1839
seleção,546
academia,748
academia de ginástica,611
falha,2325
desclassificação,556
suspensão,1283
lance-livre,1076
desqualificação,556
inelegibilidade,143
revezamento,202
decatlo,1520
heptatlo,1520
mosca,1553
galo,2789
médio,138
salto,3485
canoagem,160
ciclismo,160
ginástica,748
ginástica artística,198
ginástica rítmica,198
ginástica de trampolim,1098
hipismo,3020
advertência,1889
expulsão,1283
eliminatórias,579
mata-mata,579
campeonato,579
man-up,1567
exclusão,1751
pontuação,1889
quartas de final,281
semifinais,579
viajante,116
backhand clear,1567
drop shot,1567
clear,2369
smash,2033
lob,2595
drive,3486
arremesso,1076
passagem do bastão,1588
cana,3841
peito de frango,1043
caldo de carne,1043
tortelli,1337
sopa agnolini,252
assistência,633
bandeja,519
ponte aérea,942
toco,2429
agnolini,1337
bloqueio,143
roubo de bola,1567
dois toques,1504
agência,1278
cartão amarelo,1654
cartão vermelho,1654
cartão preto,1654
clinche,345
cruzado,790
direto,3766
esquiva,860
gancho,364
jab,2681
knockdown,345
swing,3175
uppercut,345
nocaute,345
rampa,3062
fuga,3463
block pass,1567
leque,2444
v,2031
sprint,3884
push and pump,1567
pênalti,1439
trampoliner,1098
carpado,3837
empunhaduras,175
estendida,185
flic-flac,1076
giro gigante,1567
parada de mãos,611
mortal,3043
salto pak,1567
conner spin,1567
diamidov,178
duplo twist carpado,990
janz,252
korbut,252
stützkehre,252
tkachev,252
front,2421
front full,1567
full,3565
back,2787
barani,252
cody,401
side,3127
round-off,1567
handspring,1567
wipe-out,1567
adolph,1457
back three quarter,252
back half twist,1567
ball out,1567
barani out,362
double back,1567
double full,1567
double mini tramp,1567
fliffis,252
front three quarter,252
half,2529
half in half out,362
in,3311
midle,3380
miller,401
out,2597
pullover,548
rudy,401
rudolph,1457
rudy out,362
randolph,1457
randy,401
triffis,252
triple back,1567
voluntary,3380
equilíbrio,2002
onda,1404
moinho,63
pivote,295
pivot,2001
véu,1347
whipback,1567
passividade,169
set point,1567
match point,1567
albatross,3380
birdie,266
hole in one,252
approach,3380
boggey,252
double boggey,1567
eagle,2375
fresh air,1567
back swing,1567
shot,1756
progressão,83
flick,3029
push-hit,1567
obstrução,1370
meio passo,895
piaffe,252
tiro livre,895
finta,3314
ippon,428
wazari,428
yuko,428
koka,428
gut wrench,1567
rolê,2307
suplê,178
half nelson,1567
vertical,790
can can,1008
guindaste,104
esticada,185
arranque,210
nado livre,895
nado costas,281
nado peito,281
nado borboleta,281
medley,3961
takedown,345
cravada,448
break-point,1567
game point,1567
drop,3267
decolagem,2272
pontapé de ressalto,1654
drop goal,1567
pontapé de penalidade,1098
penalty goal,1567
lineout,3380
alinhamento,1842
marco,841
passe molhado,990
passe seco,990
splashing,3380
tackle,2882
ruck,2384
maul,2384
china,3689
cortada,448
deixadinha,1076
chop,2763
topspin,266
forehand,266
backhand,266
block,2260
aproximação,754
bate-pronto,1690
cruzada,1899
devolução,667
paralela,790
passada,91
voleio,335
preliminares,67
dupla falta,895
servidor,687
recebedor,949
falta de pé,611
penalidade,1076
condução,1452
simulação,1397
disputa,1456
bateria,2158
rodada,579
set,2839
quarto,359
round,2602
placar eletrônico,1043
toque,2381
casaco,2172
luta,3587
combate,164
duelo,1537
morte súbita,198
golden score,252
garrafão,702
protetor de orelha,1588
soco,357
imobilização,213
estrangulamento,848
chocolate,439
cacau,1115
cebola,2322
pinhão,2881
alimento,738
mel,1131
manteiga,711
vegetal,1090
galinha,1986
ovo,3248
tapete,1473
peru,3335
carne-seca,1176
costela,778
charque,1540
carneiro,1808
salsicha,788
linguiça,788
coco,3620
olimpíada,851
jogos olímpicos,942
caju,1201
banana,717
fruto,1402
açaí,3357
pequi,1515
milho,2734
legume,2249
camarão,449
azeite,3497
dendê,2410
tucunaré,804
piranha,804
peixe,517
bacalhau,422
pacu,3178
tererê,2772
cachaça,606
caipirinha,3036
cerveja,606
leite,1048
cajuína,3257
bebida,606
cerimônia,145
água,3590
chimarrão,3814
espresso,1525
encerramento,143
esporte,160
aclimatação,1103
maratona,202
marcha atlética,198
comprovante de vacinação,1654
jogador de badminton,281
jogador de basquete,281
jogador de pólo,281
jogador de vôlei,281
compulsory,3380
derrubada,1444
fase preliminar,1468
carregada,1684
boate,2270
casa noturna,942
delegacia,3113
city tour,1567
traslado,803
pizzaria,609
refeição,427
almoço,3546
café da manhã,281
pensão completa,1588
centro aquático,1043
doce,3909
murici,1928
mousse,3164
pudim,2148
sardinha,422
tucumã,1681
comida caiçara,198
brigadeiro,439
compota,1091
coentro,1122
coalhada,3573
goiabada,439
tucupi,1222
levantamento,67
jambu,1222
quique,266
cação,2488
manga,2782
pé-de-moleque,1690
erva-mate,3814
farinha de mandioca,198
guloseima,453
iguaria,3966
mandioca,1176
pastel,2749
serviço,110
acarajé,3934
tacacá,3629
moqueca,3266
caranguejo,313
frango,3656
pizza,1266
salada,828
acepipe,904
sobremesa,453
geleia,1091
biscoito,1542
pamonha,263
lançamento,219
molho,3601
pirão,1017
sonho,3673
sushi,3137
risoto,2536
rolamento,1842
agarramento,848
jogador de hóquei sobre grama,281
jogador de handball,281
striking circle,1567
golfista,35
tacada,348
jogador de rúgbi,281
aguardente,2592
licor,3073
suco,2075
carioca,1870
bebida alcoólica,198
coquetel,746
guaraná,3849
vinho,1192
drinque,3954
marisco,449
prato,2096
arroz,774
paçoca,263
bolo,1051
caldo,3077
pão,2383
vatapá,3706
caruru,3975
tapioca,1176
polenta,225
carne,2318
caldeirada,732
sopa,3010
sorvete,95
tapa,1896
churrasco,884
açúcar,2816
ingrediente,1529
canela,3522
farinha,1263
tempero,367
pimenta,3848
sanduíche,623
einsbein,1793
cuca,1451
wurst,788
nado,3169
agachamento,1341
giro,1163
paella,1929
paella de mariscos,1008
barreado,732
macaxeira,1176
maniçoba,1176
rotina,2836
raia,2019
chapéu,308
remada,783
buriti,1681
azeite de oliva,1043
cana-de-açúcar,3184
azeite de dendê,1043
joelho de porco,1043
amor perfeito,990
aperitivo,904
banana frita,198
banha de porco,281
barraca,407
barraquinha,407
cervejaria,2592
temakeria,609
pesqueiro,1723
mercado,404
pastelaria,386
vegetariano,155
caldo de cana,1043
chocolate granulado,1043
chocolate em pó,1043
fruta,2360
feijoada,732
treinamento,633
feijão,774
galinha ensopada,198
galinha ao molho pardo,1043
jogador de futebol,281
século,1052
terra,2685
parte,1146
invasão,805
brasileiro,1692
privilégio,380
forma,152
origem,953
prato típico,1043
torta,3027
vôo,1072
procura,1872
látex,1922
início,1486
região,1882
número,710
seringueiro,1531
área de lance livre,611
área restritiva,1468
linha de tiro livre,611
linha central,1588
área de saque,611
linha de saque,611
duplo-duplo,374
triplo-duplo,374
ora-pro-nóbis,1185
vaca atolada,198
leitão à pururuca,1043
filho,1662
mandioca-brava,1185
aipim,503
cupuaçu,1681
macaxeira-brava,1185
maniva,1176
polvilho,1542
fécula,1263
repolho,1709
tomate,3569
tacacazeira,1185
batata,3793
crustáceo,449
paio,2136
canjica,263
jaca,2273
umbu,3897
cravo,2316
cocada,3117
curau,2845
feijão-tropeiro,1185
arroz-doce,732
torresmo,127
dobradinha,1861
sarapatel,732
javali,1108
capivara,804
rosca,3939
cajuzinho,439
banana-da-terra,1185
picadinho,1429
lombo,274
canjiquinha,1185
quirera,1176
acompanhamento,39
badejo,422
anchova,422
pipoca,2806
quentão,1678
moqueca capixaba,252
pirarucu de casaca,1043
pirarucu,804
competição,579
cavaleiro,338
nau,2087
missa,2463
capital,1424
cultura,151
vila,3610
história,1343
momento,149
tradição,875
respeito,556
litoral,385
clima,3804
interior,370
cultivo,1732
ecoturismo,277
roteiro,666
sul,2671
produtor,1853
tópico,377
conferência,1889
garoto,280
ordem,3829
cabeça,641
caixa,3144
chão,1053
mundo,560
revolução,1123
ano,1784
corpo,2558
mudança,917
cidade,1424
pai,3421
dia,3747
jeito,584
visão,3108
universidade,2214
hoje,1688
razão,366
toalha,3220
periferia,1424
aula,108
coisa,152
risco,2746
medo,467
criatividade,322
estalo,310
transição,1906
namorado,3978
amor,1760
vida,1324
caso,2302
experiência,3116
pesquisa,67
lado,2107
inteligência,322
cérebro,1597
esposa,465
frequência,305
cama,2974
lápis,2768
sistema,539
imagem,1305
educação,151
país,2241
atenção,958
planeta,1917
matemática,3096
hierarquia,1676
disciplina,2766
música,156
arte,3081
drama,2802
importância,323
escola,680
topo,2077
língua,1175
humanas,81
fase,2978
capacidade,322
obrigado,1865
inovação,1897
maravilha,1344
exceção,878
minuto,149
alfabetização,392
dedicação,2068
talento,1434
menininho,1373
desenho,229
vez,3680
extensão,305
reunião,704
resultado,173
realização,219
carinho,1586
maioria,151
pavor,467
empresa,2214
erro,1384
